,class,prob alternative,farness,colors,model perf,class perf,n labels
0,0,0.8944024535194269,1.1139591690973665,#446e9b,0.6996,0.0,2
1,0,0.9220107686173131,1.5504425724915682,#446e9b,0.6996,0.0,2
2,0,0.7046513273685507,1.3966321433680888,#446e9b,0.6996,0.0,2
3,0,0.7193094530546641,1.1111672099262897,#446e9b,0.6996,0.0,2
4,0,0.8862426124080357,1.1717358437765397,#446e9b,0.6996,0.0,2
5,0,0.022574555482267344,0.36893381282348575,#fd7e14,0.6996,0.0,2
6,0,0.9171327988594612,0.899532471574286,#446e9b,0.6996,0.0,2
7,0,0.023642666145001108,0.9093403464366386,#fd7e14,0.6996,0.0,2
8,0,0.023293761355480575,0.6888204057343739,#fd7e14,0.6996,0.0,2
9,0,0.7217473759435471,1.3635110986549142,#446e9b,0.6996,0.0,2
10,0,0.9133275567161648,1.3603435869057061,#446e9b,0.6996,0.0,2
11,0,0.9055076359919049,1.2778173540970608,#446e9b,0.6996,0.0,2
12,0,0.02208923738480238,0.04487168996326142,#fd7e14,0.6996,0.0,2
13,0,0.8002388626525117,0.7850027592128638,#446e9b,0.6996,0.0,2
14,0,0.02300999950699603,0.047882075567077555,#fd7e14,0.6996,0.0,2
15,0,0.023776813452731593,0.34130827515197487,#fd7e14,0.6996,0.0,2
16,0,0.02272356947187184,0.7963068288179729,#fd7e14,0.6996,0.0,2
17,0,0.9008033632773755,1.3224512603161838,#446e9b,0.6996,0.0,2
18,0,0.9290654445748818,1.0281349082620672,#446e9b,0.6996,0.0,2
19,0,0.9003576608035208,1.2521605398940463,#446e9b,0.6996,0.0,2
20,0,0.892203054422516,1.1535099234660628,#446e9b,0.6996,0.0,2
21,0,0.022679231829187452,0.008770963179582172,#fd7e14,0.6996,0.0,2
22,0,0.9294316012694821,1.3388504151801999,#446e9b,0.6996,0.0,2
23,0,0.023689470779610373,0.5742239787267366,#fd7e14,0.6996,0.0,2
24,0,0.022487244230320353,0.2217005853500606,#fd7e14,0.6996,0.0,2
25,0,0.02190590443343948,0.5555582989092965,#fd7e14,0.6996,0.0,2
26,0,0.024684123699776704,0.9424249790750018,#fd7e14,0.6996,0.0,2
27,0,0.023165102799621782,1.044209701483637,#fd7e14,0.6996,0.0,2
28,0,0.8749683742691404,1.3179585388824444,#446e9b,0.6996,0.0,2
29,0,0.8610501101485641,1.053112407742945,#446e9b,0.6996,0.0,2
30,0,0.02236472649766972,0.9031060442494245,#fd7e14,0.6996,0.0,2
31,0,0.8448445350039762,1.5789953641193282,#446e9b,0.6996,0.0,2
32,0,0.022490733299901502,0.7553362723790245,#fd7e14,0.6996,0.0,2
33,0,0.02264224229981966,0.17187406579629627,#fd7e14,0.6996,0.0,2
34,0,0.022935431569364166,1.193929663269567,#fd7e14,0.6996,0.0,2
35,0,0.02211359582835815,0.7530050734604216,#fd7e14,0.6996,0.0,2
36,0,0.022036131440688996,0.23687968207634894,#fd7e14,0.6996,0.0,2
37,0,0.025230805571055878,0.7758280739247753,#fd7e14,0.6996,0.0,2
38,0,0.023284559319219314,0.7030273987444413,#fd7e14,0.6996,0.0,2
39,0,0.8742833830227317,1.30200088730357,#446e9b,0.6996,0.0,2
40,0,0.8210598986117178,1.3575044499978368,#446e9b,0.6996,0.0,2
41,0,0.02220821623434658,0.7463669230660803,#fd7e14,0.6996,0.0,2
42,0,0.8980417545951284,0.9599557505672026,#446e9b,0.6996,0.0,2
43,0,0.022265438402284066,0.985291598859451,#fd7e14,0.6996,0.0,2
44,0,0.8822418627913259,1.3708487683698907,#446e9b,0.6996,0.0,2
45,0,0.9100648833725491,1.2018895784923314,#446e9b,0.6996,0.0,2
46,0,0.02319741636998417,0.7839800947408156,#fd7e14,0.6996,0.0,2
47,0,0.8637193888971795,1.269920122741978,#446e9b,0.6996,0.0,2
48,0,0.022379754601034856,0.4876465952309449,#fd7e14,0.6996,0.0,2
49,0,0.02397497712143266,0.9100984218620792,#fd7e14,0.6996,0.0,2
50,0,0.023613138348799058,0.45432654221833646,#fd7e14,0.6996,0.0,2
51,0,0.022380176664904487,0.9826484091411277,#fd7e14,0.6996,0.0,2
52,0,0.8627009013052631,1.4779154809792014,#446e9b,0.6996,0.0,2
53,0,0.023381355269008402,0.5415765119911216,#fd7e14,0.6996,0.0,2
54,0,0.023030317570351327,0.558777713078507,#fd7e14,0.6996,0.0,2
55,0,0.02327284117764117,0.7181883002512864,#fd7e14,0.6996,0.0,2
56,0,0.022310830789731975,0.7041508074517951,#fd7e14,0.6996,0.0,2
57,0,0.9124600798408783,1.5711981115531224,#446e9b,0.6996,0.0,2
58,0,0.9163713671530376,1.1862978891688007,#446e9b,0.6996,0.0,2
59,0,0.02490991540562437,0.8796180747407919,#fd7e14,0.6996,0.0,2
60,0,0.02297761589288514,0.7450432398425793,#fd7e14,0.6996,0.0,2
61,0,0.832905043753537,1.02135660845293,#446e9b,0.6996,0.0,2
62,0,0.023034733055658067,0.35368627694295623,#fd7e14,0.6996,0.0,2
63,0,0.022207365124226792,0.3106518450320233,#fd7e14,0.6996,0.0,2
64,0,0.024561232054397156,0.4051269021087482,#fd7e14,0.6996,0.0,2
65,0,0.02336685981333534,0.7773526394533887,#fd7e14,0.6996,0.0,2
66,0,0.022613834403801526,0.32501697199602103,#fd7e14,0.6996,0.0,2
67,0,0.023603419685291272,0.2915098635046624,#fd7e14,0.6996,0.0,2
68,0,0.02659349454773379,0.4493310649177588,#fd7e14,0.6996,0.0,2
69,0,0.7837000448722009,1.090043642354764,#446e9b,0.6996,0.0,2
70,0,0.023890889479010885,0.6259839340542318,#fd7e14,0.6996,0.0,2
71,0,0.023112825354461266,0.29046413177185704,#fd7e14,0.6996,0.0,2
72,0,0.023641667185127585,1.0041977204945074,#fd7e14,0.6996,0.0,2
73,0,0.6061851336032466,1.1807448691387221,#446e9b,0.6996,0.0,2
74,0,0.9095745047621349,1.0158835996932114,#446e9b,0.6996,0.0,2
75,0,0.022534394839449388,0.6555237220512219,#fd7e14,0.6996,0.0,2
76,0,0.022932801992071303,0.7844913244200278,#fd7e14,0.6996,0.0,2
77,0,0.02320033122115952,1.0634217473019174,#fd7e14,0.6996,0.0,2
78,0,0.022149898902729896,0.430008986520197,#fd7e14,0.6996,0.0,2
79,0,0.9024359668618042,1.1554618148896485,#446e9b,0.6996,0.0,2
80,0,0.8112287030474163,1.1880724499980047,#446e9b,0.6996,0.0,2
81,0,0.8833022407130083,1.4415557985910852,#446e9b,0.6996,0.0,2
82,0,0.022933650883102716,0.9581695982584147,#fd7e14,0.6996,0.0,2
83,0,0.022605794401330353,0.8097988300280476,#fd7e14,0.6996,0.0,2
84,0,0.023167800408722263,1.150104648305525,#fd7e14,0.6996,0.0,2
85,0,0.8999589489829694,1.6719082279352346,#446e9b,0.6996,0.0,2
86,0,0.8628083984961488,0.9595585632808171,#446e9b,0.6996,0.0,2
87,0,0.8441543578853199,1.2483279113940933,#446e9b,0.6996,0.0,2
88,0,0.02321099883230322,0.30500261823861075,#fd7e14,0.6996,0.0,2
89,0,0.023797303301113695,0.5147820963408194,#fd7e14,0.6996,0.0,2
90,0,0.9230458917967297,1.2162025178771603,#446e9b,0.6996,0.0,2
91,0,0.022067907090349677,0.8066722717266284,#fd7e14,0.6996,0.0,2
92,0,0.9426174871197918,1.6350411927309796,#446e9b,0.6996,0.0,2
93,0,0.023547279751474862,0.7766748319130886,#fd7e14,0.6996,0.0,2
94,0,0.8684236415570732,1.459858049816622,#446e9b,0.6996,0.0,2
95,0,0.022882982223574044,0.5103525861556898,#fd7e14,0.6996,0.0,2
96,0,0.022396724610799716,0.23108479367095633,#fd7e14,0.6996,0.0,2
97,0,0.022309347440950776,0.535782026498812,#fd7e14,0.6996,0.0,2
98,0,0.024998649052863104,0.1899601769959082,#fd7e14,0.6996,0.0,2
99,0,0.8218438314395033,1.1985423025379283,#446e9b,0.6996,0.0,2
100,0,0.023389768866177878,0.1375079844051269,#fd7e14,0.6996,0.0,2
101,0,0.023737364335527436,0.4920259270349447,#fd7e14,0.6996,0.0,2
102,0,0.0239957684051561,0.13131266854693813,#fd7e14,0.6996,0.0,2
103,0,0.9374123864348546,1.1734801439326015,#446e9b,0.6996,0.0,2
104,0,0.023165612919648127,0.8418700853141878,#fd7e14,0.6996,0.0,2
