,class,prob alternative,farness,colors,model perf,class perf,n labels
0,0,0.8170516881721468,1.0056509454137226,#446e9b,0.035,0.0,2
1,0,0.8072118172604477,1.1065330962227324,#446e9b,0.035,0.0,2
2,0,0.8455035498431529,1.3327348292720957,#446e9b,0.035,0.0,2
3,0,0.7851763528712894,1.082809329880475,#446e9b,0.035,0.0,2
4,0,0.8438673462346413,1.210969094904272,#446e9b,0.035,0.0,2
5,0,0.8482049982572291,1.2926988786344404,#446e9b,0.035,0.0,2
6,0,0.8271809889289038,0.9510553456982566,#446e9b,0.035,0.0,2
7,0,0.8231330431721746,0.9591615273145585,#446e9b,0.035,0.0,2
8,0,0.7980312597665684,1.0736223728001646,#446e9b,0.035,0.0,2
9,0,0.7776985674101151,0.9437932887172629,#446e9b,0.035,0.0,2
10,0,0.5442061273767742,0.6945501590603855,#446e9b,0.035,0.0,2
11,0,0.7637683813684835,0.5709763769992123,#446e9b,0.035,0.0,2
12,0,0.8443554102975466,0.8678717770062035,#446e9b,0.035,0.0,2
13,0,0.7773187472310468,1.3527967260631082,#446e9b,0.035,0.0,2
14,0,0.8423704696538563,1.006482313994053,#446e9b,0.035,0.0,2
15,0,0.7789075891046298,0.8269623031784601,#446e9b,0.035,0.0,2
16,0,0.8093609559619687,1.6509866744867225,#446e9b,0.035,0.0,2
17,0,0.7184279172295367,1.1481647504237347,#446e9b,0.035,0.0,2
18,0,0.8026365553723362,1.120038397990871,#446e9b,0.035,0.0,2
19,0,0.5950652230642701,0.7044719445991716,#446e9b,0.035,0.0,2
20,0,0.8399267164390849,1.1913780262071354,#446e9b,0.035,0.0,2
21,0,0.6863591931004778,0.9481052424546601,#446e9b,0.035,0.0,2
22,0,0.8178966942101431,1.2289006184310436,#446e9b,0.035,0.0,2
23,0,0.82693141577483,1.2238506821539075,#446e9b,0.035,0.0,2
24,0,0.7645707153537924,0.8781431666177609,#446e9b,0.035,0.0,2
25,0,0.8558403707867921,1.0785406414223286,#446e9b,0.035,0.0,2
26,0,0.801580801776875,0.9832577662721435,#446e9b,0.035,0.0,2
27,0,0.8278992799179917,1.316466861783684,#446e9b,0.035,0.0,2
28,0,0.8008940082893202,0.9311546917799998,#446e9b,0.035,0.0,2
29,0,0.8407125492631542,0.9477125186229831,#446e9b,0.035,0.0,2
30,0,0.8302814230562732,0.7276257011281346,#446e9b,0.035,0.0,2
31,0,0.8163106776797828,1.068064768268951,#446e9b,0.035,0.0,2
32,0,0.7759421946714443,0.7636957428454438,#446e9b,0.035,0.0,2
33,0,0.7550509189378793,1.1469545051965657,#446e9b,0.035,0.0,2
34,0,0.6896298609371024,0.8909278530725494,#446e9b,0.035,0.0,2
35,0,0.7578624451090809,0.9669312117230958,#446e9b,0.035,0.0,2
36,0,0.8185411345673461,0.9749612271721166,#446e9b,0.035,0.0,2
37,0,0.8300875890129233,1.2299677637054969,#446e9b,0.035,0.0,2
38,0,0.8208606770016613,1.0323954399204207,#446e9b,0.035,0.0,2
39,0,0.8126148947564149,0.8866501940455394,#446e9b,0.035,0.0,2
40,0,0.6151537505788806,1.081009586443252,#446e9b,0.035,0.0,2
41,0,0.8257103426048211,0.9209584268551037,#446e9b,0.035,0.0,2
42,0,0.8354155507561576,1.1687538814117069,#446e9b,0.035,0.0,2
43,0,0.8054699743719272,1.0198801007761011,#446e9b,0.035,0.0,2
44,0,0.6689783327177271,0.7932138567302667,#446e9b,0.035,0.0,2
45,0,0.44355736175811555,0.9025410298011508,#fd7e14,0.035,0.0,2
46,0,0.8153166871266798,1.0098147681571823,#446e9b,0.035,0.0,2
47,0,0.8350703051209797,1.3962999382713086,#446e9b,0.035,0.0,2
48,0,0.8413229081853235,0.9944947447471059,#446e9b,0.035,0.0,2
49,0,0.8084007749525247,0.9363864075907744,#446e9b,0.035,0.0,2
50,0,0.8411379058686792,1.29530374832118,#446e9b,0.035,0.0,2
51,0,0.7916964434876658,0.9685322181493065,#446e9b,0.035,0.0,2
52,0,0.6575317718014073,0.9619439630448473,#446e9b,0.035,0.0,2
53,0,0.8002377438596561,1.049410947489764,#446e9b,0.035,0.0,2
54,0,0.8228086702947698,1.0403272295613026,#446e9b,0.035,0.0,2
55,0,0.8006046323551734,1.0707282911544111,#446e9b,0.035,0.0,2
56,0,0.8073419129521353,0.693115588972918,#446e9b,0.035,0.0,2
57,0,0.6910899328873044,0.9848845064300805,#446e9b,0.035,0.0,2
58,0,0.8490932853851234,1.0689517666504738,#446e9b,0.035,0.0,2
59,0,0.8339551165456264,1.4869385385258553,#446e9b,0.035,0.0,2
60,0,0.7888090600918339,0.9171355829243345,#446e9b,0.035,0.0,2
61,0,0.8344968225767195,1.3857497344655891,#446e9b,0.035,0.0,2
62,0,0.8096908042955467,0.9733502035140185,#446e9b,0.035,0.0,2
63,0,0.7970560688868381,1.246418455064992,#446e9b,0.035,0.0,2
64,0,0.7784228863151051,0.9565844697111959,#446e9b,0.035,0.0,2
65,0,0.8387375193420761,1.221998025516612,#446e9b,0.035,0.0,2
66,0,0.8033539617338284,1.4627737260152844,#446e9b,0.035,0.0,2
67,0,0.8318592487235549,1.2505157353874634,#446e9b,0.035,0.0,2
68,0,0.8350801878850602,0.8717127681723723,#446e9b,0.035,0.0,2
69,0,0.8539113428542768,1.7139137828671975,#446e9b,0.035,0.0,2
70,0,0.7360872161564567,0.6483951799467307,#446e9b,0.035,0.0,2
71,0,0.8196525802010408,0.6861225411086157,#446e9b,0.035,0.0,2
72,0,0.8299383726410067,1.0886828676561928,#446e9b,0.035,0.0,2
73,0,0.8141810955849677,0.8600465554766709,#446e9b,0.035,0.0,2
74,0,0.8378090667848236,1.408357774492957,#446e9b,0.035,0.0,2
75,0,0.8022572148051811,1.3197524313625315,#446e9b,0.035,0.0,2
76,0,0.7805150605177813,0.870797081417803,#446e9b,0.035,0.0,2
77,0,0.832320830874632,1.274423092217372,#446e9b,0.035,0.0,2
78,0,0.8115693098532948,1.0689517666504738,#446e9b,0.035,0.0,2
79,0,0.723088366459257,0.8655004247187337,#446e9b,0.035,0.0,2
80,0,0.7867234215304647,1.2671187928534933,#446e9b,0.035,0.0,2
81,0,0.7942535565669232,1.0821340153261363,#446e9b,0.035,0.0,2
82,0,0.8359490893229733,1.5163412798036053,#446e9b,0.035,0.0,2
83,0,0.8433323248648756,1.5191161348456956,#446e9b,0.035,0.0,2
84,0,0.7931270301815263,1.0455073615603157,#446e9b,0.035,0.0,2
85,0,0.8596856526512303,1.2764012910288551,#446e9b,0.035,0.0,2
86,0,0.8119754287556947,1.1072266977862744,#446e9b,0.035,0.0,2
87,0,0.7610529410914767,0.6389925870364801,#446e9b,0.035,0.0,2
88,0,0.8126298928480615,1.3284833983255928,#446e9b,0.035,0.0,2
89,0,0.8035559540546382,0.6796363612486112,#446e9b,0.035,0.0,2
90,0,0.8088153116930208,1.227302519570809,#446e9b,0.035,0.0,2
91,0,0.8413093954824328,1.3403871587996938,#446e9b,0.035,0.0,2
92,0,0.7431146912515658,0.891114208002533,#446e9b,0.035,0.0,2
93,0,0.8138079002921597,1.1762284232424225,#446e9b,0.035,0.0,2
94,0,0.7787407532688222,0.7022255069056204,#446e9b,0.035,0.0,2
95,0,0.780120987752256,0.7788790139278733,#446e9b,0.035,0.0,2
96,0,0.8461033413494119,1.31855603163075,#446e9b,0.035,0.0,2
97,0,0.7411069303474556,0.9516463600819799,#446e9b,0.035,0.0,2
98,0,0.7973505528443348,0.7322049348178788,#446e9b,0.035,0.0,2
99,0,0.8485536657899185,1.1630673182123819,#446e9b,0.035,0.0,2
100,0,0.8521316035614938,0.9792022539262013,#446e9b,0.035,0.0,2
101,0,0.8238833895083209,1.3818328998442113,#446e9b,0.035,0.0,2
102,0,0.827998586061941,1.053330590185464,#446e9b,0.035,0.0,2
103,0,0.7985400481343746,1.098709180001504,#446e9b,0.035,0.0,2
104,0,0.8076839323314899,0.7601782965982896,#446e9b,0.035,0.0,2
105,0,0.7926080378782021,1.122387616917552,#446e9b,0.035,0.0,2
106,0,0.7680140966933595,0.8110168531693165,#446e9b,0.035,0.0,2
107,0,0.8432455728795215,1.068064768268951,#446e9b,0.035,0.0,2
108,0,0.7567377271515167,0.9396936393235507,#446e9b,0.035,0.0,2
109,0,0.7796115132719501,1.2637702681490608,#446e9b,0.035,0.0,2
110,0,0.7950807075759312,1.5100422237327797,#446e9b,0.035,0.0,2
111,0,0.8324492283202332,0.9695341090492411,#446e9b,0.035,0.0,2
112,0,0.828885065153832,1.1406881291800115,#446e9b,0.035,0.0,2
113,0,0.77323084266005,0.7217604329681122,#446e9b,0.035,0.0,2
114,0,0.7850577303454355,1.053985438569891,#446e9b,0.035,0.0,2
115,0,0.6902370899386835,1.079437678325194,#446e9b,0.035,0.0,2
116,0,0.8022216748729921,0.9242184578086816,#446e9b,0.035,0.0,2
117,0,0.8371454521549782,1.1539974841800409,#446e9b,0.035,0.0,2
118,0,0.8234267625663143,1.1116319347834884,#446e9b,0.035,0.0,2
119,0,0.802052768001958,0.8303181360798756,#446e9b,0.035,0.0,2
120,0,0.7883590539550113,0.7797277842825263,#446e9b,0.035,0.0,2
121,0,0.7618896409594293,1.1406881291800115,#446e9b,0.035,0.0,2
122,0,0.825971291190727,1.3635110986549142,#446e9b,0.035,0.0,2
123,0,0.8281457178924068,1.0175643560839753,#446e9b,0.035,0.0,2
124,0,0.8231424152598692,1.134227800283894,#446e9b,0.035,0.0,2
125,0,0.8371657048212973,1.071840337095655,#446e9b,0.035,0.0,2
126,0,0.8400497561452871,1.001711399423735,#446e9b,0.035,0.0,2
127,0,0.7460721412234795,1.4515438722336174,#446e9b,0.035,0.0,2
128,0,0.7064282796101642,1.125450893323174,#446e9b,0.035,0.0,2
129,0,0.7365679201096217,0.9516463600819799,#446e9b,0.035,0.0,2
130,0,0.833550017575156,0.9008477124535167,#446e9b,0.035,0.0,2
131,0,0.7858381559591454,1.1464708771957124,#446e9b,0.035,0.0,2
132,0,0.7993469313981378,0.9512523135736404,#446e9b,0.035,0.0,2
133,0,0.7947702263419452,1.2112299786488496,#446e9b,0.035,0.0,2
134,0,0.8034453216863969,1.0656298446460277,#446e9b,0.035,0.0,2
135,0,0.7694424575057888,1.0251636063177032,#446e9b,0.035,0.0,2
136,0,0.7723743684391697,0.9336704759912605,#446e9b,0.035,0.0,2
137,0,0.8321074805225435,1.1347047198574682,#446e9b,0.035,0.0,2
138,0,0.7687047346600069,0.9118060069273652,#446e9b,0.035,0.0,2
139,0,0.832411220792115,1.144297861865038,#446e9b,0.035,0.0,2
140,0,0.7364928314482453,0.8213313210418727,#446e9b,0.035,0.0,2
141,0,0.8328757077589479,1.354049186190701,#446e9b,0.035,0.0,2
142,0,0.8073559835004682,1.144297861865038,#446e9b,0.035,0.0,2
143,0,0.8034237401685218,1.4359123027694332,#446e9b,0.035,0.0,2
144,0,0.7958002717227488,1.1252148817375107,#446e9b,0.035,0.0,2
145,0,0.7707042289348076,0.7916702134834435,#446e9b,0.035,0.0,2
146,0,0.8075697913290767,0.9705369740999147,#446e9b,0.035,0.0,2
147,0,0.8089237465489993,1.1769794975275207,#446e9b,0.035,0.0,2
148,0,0.68456541585382,0.787221354144897,#446e9b,0.035,0.0,2
149,0,0.7881409505688313,0.833328668991888,#446e9b,0.035,0.0,2
150,0,0.827992218452058,1.0939101766428152,#446e9b,0.035,0.0,2
151,0,0.8475251893630587,1.6972800262725107,#446e9b,0.035,0.0,2
152,0,0.7947118489512816,1.1399679643246103,#446e9b,0.035,0.0,2
153,0,0.6984718768204842,0.6640909681743999,#446e9b,0.035,0.0,2
154,0,0.8198578668497782,0.6165617661849382,#446e9b,0.035,0.0,2
155,0,0.8336852374961076,0.6522652764819675,#446e9b,0.035,0.0,2
156,0,0.8327251723120955,1.1850326293363467,#446e9b,0.035,0.0,2
157,0,0.8646141548397596,1.2849364190888992,#446e9b,0.035,0.0,2
158,0,0.48891077992518495,0.7576715834112678,#fd7e14,0.035,0.0,2
159,0,0.8623354272610179,1.127341247333646,#446e9b,0.035,0.0,2
160,0,0.8245391578831043,1.284364496062481,#446e9b,0.035,0.0,2
161,0,0.833938038708815,0.6194433536297369,#446e9b,0.035,0.0,2
162,0,0.7695327271215884,0.9261407192251829,#446e9b,0.035,0.0,2
163,0,0.6708291872711083,0.6142904407743056,#446e9b,0.035,0.0,2
164,0,0.7144286104623213,0.9083934863891314,#446e9b,0.035,0.0,2
165,0,0.7899981423824952,0.8059785516403507,#446e9b,0.035,0.0,2
166,0,0.7632642492593325,1.1911232888847927,#446e9b,0.035,0.0,2
167,0,0.8159223688578947,1.0300498336992814,#446e9b,0.035,0.0,2
168,0,0.7233816582892809,0.9751627830795926,#446e9b,0.035,0.0,2
169,0,0.8334875313024668,1.1970019258202491,#446e9b,0.035,0.0,2
170,0,0.8632966595819027,1.2096659106815126,#446e9b,0.035,0.0,2
171,0,0.8273174943508641,1.3158710103603855,#446e9b,0.035,0.0,2
172,0,0.7914959586422918,1.0911791650650096,#446e9b,0.035,0.0,2
173,0,0.8229797359919105,1.0414041194434456,#446e9b,0.035,0.0,2
174,0,0.6147889574324622,0.8535354881213423,#446e9b,0.035,0.0,2
175,0,0.8365314803340601,1.1249789328113304,#446e9b,0.035,0.0,2
176,0,0.7875985123809615,1.0302628364073494,#446e9b,0.035,0.0,2
177,0,0.8149289256457074,1.1100064463846444,#446e9b,0.035,0.0,2
178,0,0.7875709878525681,1.4397872776406944,#446e9b,0.035,0.0,2
179,0,0.7407152221702555,1.20008552837192,#446e9b,0.035,0.0,2
180,0,0.8517696444016248,1.2984994619877623,#446e9b,0.035,0.0,2
181,0,0.8389387499288649,1.0846125874721628,#446e9b,0.035,0.0,2
182,0,0.8199428932196341,1.439081128534937,#446e9b,0.035,0.0,2
183,0,0.8185812879145891,1.0819090201135915,#446e9b,0.035,0.0,2
184,0,0.74574926488637,0.8368801712746666,#446e9b,0.035,0.0,2
185,0,0.8459306447203299,1.5203089472432962,#446e9b,0.035,0.0,2
186,0,0.8261778040799962,1.168505853391396,#446e9b,0.035,0.0,2
187,0,0.8328929629416045,1.2903907802392296,#446e9b,0.035,0.0,2
188,0,0.7654580152256479,1.0306889821140208,#446e9b,0.035,0.0,2
189,0,0.8113032633620667,1.114891754050018,#446e9b,0.035,0.0,2
190,0,0.8121609658391927,0.9613471002894979,#446e9b,0.035,0.0,2
191,0,0.8183886828697078,1.2529842139550782,#446e9b,0.035,0.0,2
192,0,0.8573022003764679,1.2687983958597102,#446e9b,0.035,0.0,2
193,0,0.8144220639151272,1.0272850393666337,#446e9b,0.035,0.0,2
194,0,0.7392029922132003,0.940863354014116,#446e9b,0.035,0.0,2
195,0,0.8417842477407834,1.214628996984798,#446e9b,0.035,0.0,2
196,0,0.7645538091967896,0.9969631771566656,#446e9b,0.035,0.0,2
197,0,0.8157160383997077,1.0306889821140208,#446e9b,0.035,0.0,2
198,0,0.49440273931890594,0.6308687661157418,#fd7e14,0.035,0.0,2
199,0,0.7181982359502247,1.0711729505730967,#446e9b,0.035,0.0,2
200,0,0.7762570791559654,0.7387734711461921,#446e9b,0.035,0.0,2
201,0,0.7941083499746389,1.2775339365142981,#446e9b,0.035,0.0,2
202,0,0.7810144539313513,1.0452909626424727,#446e9b,0.035,0.0,2
203,0,0.8242777231654473,0.7889306056827796,#446e9b,0.035,0.0,2
204,0,0.7596752138911,0.8026886621411626,#446e9b,0.035,0.0,2
205,0,0.8209395110469602,1.2431556334008615,#446e9b,0.035,0.0,2
206,0,0.8315591198540375,1.2704815858783673,#446e9b,0.035,0.0,2
207,0,0.8314934077476994,1.5347945173873723,#446e9b,0.035,0.0,2
208,0,0.8382486014456078,1.190614045986322,#446e9b,0.035,0.0,2
209,0,0.845092734418753,1.1817517997667437,#446e9b,0.035,0.0,2
210,0,0.8413146287741015,1.023469775972089,#446e9b,0.035,0.0,2
211,0,0.8143855472374364,1.1155918295967757,#446e9b,0.035,0.0,2
212,0,0.828851560760522,0.9055577795748222,#446e9b,0.035,0.0,2
213,0,0.8344610814589757,1.1870579575223172,#446e9b,0.035,0.0,2
214,0,0.70879406613621,0.9595585632808171,#446e9b,0.035,0.0,2
215,0,0.8017285209674613,0.9502678428879061,#446e9b,0.035,0.0,2
216,0,0.8195787640179445,0.7250158365106123,#446e9b,0.035,0.0,2
217,0,0.8024875601359842,1.5617960198139995,#446e9b,0.035,0.0,2
218,0,0.8317385200616296,1.4226891746582635,#446e9b,0.035,0.0,2
219,0,0.7866669144580622,1.0396816743368318,#446e9b,0.035,0.0,2
220,0,0.8459452897419993,1.1285247671507603,#446e9b,0.035,0.0,2
221,0,0.8101054939976455,0.9154196695741287,#446e9b,0.035,0.0,2
222,0,0.83037382715207,0.9802146205568669,#446e9b,0.035,0.0,2
223,0,0.7874933631703759,1.0336772588110477,#446e9b,0.035,0.0,2
224,0,0.7332318935066396,0.8985939657167543,#446e9b,0.035,0.0,2
225,0,0.8396359337632546,1.0859673486365873,#446e9b,0.035,0.0,2
226,0,0.7096663370785687,1.28065719333364,#446e9b,0.035,0.0,2
227,0,0.7883698731582383,1.1387690016705698,#446e9b,0.035,0.0,2
228,0,0.8020574584595541,1.0313285518538455,#446e9b,0.035,0.0,2
229,0,0.8297024837935545,1.293855514690808,#446e9b,0.035,0.0,2
230,0,0.8427383503408435,1.2554603511453877,#446e9b,0.035,0.0,2
231,0,0.8098980973902574,1.3499864226255514,#446e9b,0.035,0.0,2
232,0,0.8161261482604554,1.2472362366833836,#446e9b,0.035,0.0,2
233,0,0.6556307292159557,0.6951882046910509,#446e9b,0.035,0.0,2
234,0,0.813364789695085,1.0457238094487717,#446e9b,0.035,0.0,2
235,0,0.8112073981148924,0.8929794624263775,#446e9b,0.035,0.0,2
236,0,0.6901084677840635,0.8018243452145724,#446e9b,0.035,0.0,2
237,0,0.8487036037953419,1.3161688776606382,#446e9b,0.035,0.0,2
238,0,0.8340806265748588,1.4154871340409434,#446e9b,0.035,0.0,2
239,0,0.7645099238950894,0.9211499223415471,#446e9b,0.035,0.0,2
240,0,0.7965152347020724,1.0169337357820736,#446e9b,0.035,0.0,2
241,0,0.840590694909397,1.2590506423006986,#446e9b,0.035,0.0,2
242,0,0.8350113936006055,1.125450893323174,#446e9b,0.035,0.0,2
243,0,0.8322985703413307,1.1870579575223172,#446e9b,0.035,0.0,2
244,0,0.8052275591935116,0.7884175883914821,#446e9b,0.035,0.0,2
245,0,0.8321916984561328,1.2494210758350102,#446e9b,0.035,0.0,2
246,0,0.8371809249954192,1.1680100128835034,#446e9b,0.035,0.0,2
247,0,0.8453784775342349,1.1198038159257178,#446e9b,0.035,0.0,2
248,0,0.8049057575500566,1.3197524313625315,#446e9b,0.035,0.0,2
249,0,0.7921505997095257,1.0332497972134067,#446e9b,0.035,0.0,2
250,0,0.7752403218299722,1.2120131249390167,#446e9b,0.035,0.0,2
251,0,0.8447138143474578,1.2230561724002995,#446e9b,0.035,0.0,2
252,0,0.7821350761330145,1.1392483902143802,#446e9b,0.035,0.0,2
253,0,0.7131678866630772,0.7160817969921464,#446e9b,0.035,0.0,2
254,0,0.7909275296745407,1.247781888157658,#446e9b,0.035,0.0,2
255,0,0.7959942086602291,1.0160935372689073,#446e9b,0.035,0.0,2
256,0,0.8188858483477596,1.4120832489331754,#446e9b,0.035,0.0,2
257,0,0.8316362268212328,0.9435977077518114,#446e9b,0.035,0.0,2
258,0,0.8240856792821465,1.1908686288323107,#446e9b,0.035,0.0,2
259,0,0.7439274002572633,0.8099727597538909,#446e9b,0.035,0.0,2
260,0,0.8484671451575764,1.3137892004099023,#446e9b,0.035,0.0,2
261,0,0.8295638024858125,0.765709959794058,#446e9b,0.035,0.0,2
262,0,0.6549146162546664,1.0245280754708364,#446e9b,0.035,0.0,2
263,0,0.7972246553787845,1.4594944618662151,#446e9b,0.035,0.0,2
264,0,0.7029576624143369,1.194440924296766,#446e9b,0.035,0.0,2
265,0,0.7844239524052519,1.179236714017967,#446e9b,0.035,0.0,2
266,0,0.7707222202344723,0.7242012663658779,#446e9b,0.035,0.0,2
267,0,0.8037690844619989,1.142852181688799,#446e9b,0.035,0.0,2
268,0,0.7972212894491523,0.8656826635712905,#446e9b,0.035,0.0,2
269,0,0.8233683410190435,1.2505157353874634,#446e9b,0.035,0.0,2
270,0,0.8020687855149043,1.1687538814117069,#446e9b,0.035,0.0,2
271,0,0.7559690590756367,1.281511161952154,#446e9b,0.035,0.0,2
272,0,0.8281352735773982,1.3453261369495606,#446e9b,0.035,0.0,2
273,0,0.8341369395561721,0.9471237067849065,#446e9b,0.035,0.0,2
274,0,0.7408798615158558,0.9201927823808967,#446e9b,0.035,0.0,2
275,0,0.6382744951771563,1.3702077777126807,#446e9b,0.035,0.0,2
276,0,0.8280994493438201,1.1677622002822552,#446e9b,0.035,0.0,2
277,0,0.7717214895934378,0.76386347585538,#446e9b,0.035,0.0,2
278,0,0.8023044124621708,0.8651360332173136,#446e9b,0.035,0.0,2
279,0,0.815178462754712,0.8779589374116725,#446e9b,0.035,0.0,2
280,0,0.635579609466082,0.5733376698132233,#446e9b,0.035,0.0,2
281,0,0.76040729631602,0.9504646633296815,#446e9b,0.035,0.0,2
282,0,0.7610590804916235,0.8653182146057783,#446e9b,0.035,0.0,2
283,0,0.8272575609467673,1.2690786778895151,#446e9b,0.035,0.0,2
284,0,0.8284392506053979,1.0574856241262711,#446e9b,0.035,0.0,2
285,0,0.8318841325654412,1.373096683340615,#446e9b,0.035,0.0,2
286,0,0.8504219153401152,1.1030730444003591,#446e9b,0.035,0.0,2
287,0,0.7614742261923891,0.5652340019684472,#446e9b,0.035,0.0,2
288,0,0.8307829267494764,1.274705386714067,#446e9b,0.035,0.0,2
289,0,0.8449139438389535,1.2758355818395004,#446e9b,0.035,0.0,2
290,0,0.7987755818316363,1.1065330962227324,#446e9b,0.035,0.0,2
291,0,0.7994680991659944,0.9038598456385984,#446e9b,0.035,0.0,2
292,0,0.7395062994456887,1.1952084017546647,#446e9b,0.035,0.0,2
293,0,0.7903343292786776,1.0169337357820736,#446e9b,0.035,0.0,2
294,0,0.7803588741524378,0.9251791611894774,#446e9b,0.035,0.0,2
295,0,0.8519357522646702,1.2412584169659833,#446e9b,0.035,0.0,2
296,0,0.7398964704527237,0.8176501029520991,#446e9b,0.035,0.0,2
297,0,0.770723901361295,0.9877375908010668,#446e9b,0.035,0.0,2
298,0,0.8247691724863578,1.0066902648581229,#446e9b,0.035,0.0,2
299,0,0.8511438815793992,1.1613440722357296,#446e9b,0.035,0.0,2
300,0,0.7929114971527308,0.9657320815212299,#446e9b,0.035,0.0,2
