,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,130.0,19.0,14.0,4.0,3.0,0.8793503480278422,0.8589831720136107,0.8589831720136107,0.9046181461666309,0.7619191707029653
model 1,174.0,25.0,19.0,5.0,4.0,0.8799556138404117,0.8602309102672646,0.8602309102672646,0.904813672458745,0.7621554358067274
model 2,228.0,32.0,24.0,6.0,5.0,0.8795184774202226,0.8601118680524861,0.8601118680524861,0.9043139367261634,0.7606608012003634
best model,174.0,25.0,19.0,5.0,4.0,0.8825778263244128,0.8622637180932065,0.8622637180932065,0.9073275862068965,0.7641349455253041
