,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,472.0,67.0,47.0,10.0,10.0,0.9894751000369885,0.9907098780179563,0.9907098780179563,0.9878682756350311,0.9787809605418385
model 1,472.0,67.0,47.0,10.0,10.0,0.9894751000369885,0.9907098780179563,0.9907098780179563,0.9878682756350311,0.9787809605418385
model 2,45.0,8.0,6.0,3.0,2.0,0.9885335754396584,0.9898173212424649,0.9898173212424649,0.9867899317360362,0.9768875538900992
best model,472.0,67.0,47.0,10.0,10.0,0.9902375750955762,0.9914098210150378,0.9914098210150379,0.9886714727085478,0.9802695207737696
