,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,225.0,35.0,24.0,6.0,5.0,0.9792192071017854,0.9001865444073349,0.9001865444073348,0.9885703942143573,0.8803562910035291
model 1,100.0,17.0,11.0,4.0,3.0,0.9792192071017854,0.9001865444073349,0.9001865444073348,0.9885703942143573,0.8803562910035291
model 2,225.0,35.0,24.0,6.0,5.0,0.9792192071017854,0.9001865444073349,0.9001865444073348,0.9885703942143573,0.8803562910035291
best model,225.0,35.0,24.0,6.0,5.0,0.9805434188967778,0.9056017172660502,0.9056017172660503,0.9893062174027241,0.8868928797036338
