,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,294.0,40.0,30.0,7.0,6.0,0.870674871381015,0.8735694728629673,0.8735694728629673,0.8284209454728929,0.7289471424211428
model 1,228.0,32.0,24.0,6.0,5.0,0.870809374894919,0.8732422268335541,0.8732422268335543,0.8282645115107622,0.7287480221532805
model 2,270.0,37.0,28.0,6.0,6.0,0.8709438784088235,0.8736049270428105,0.8736049270428105,0.8285936378896802,0.7292593132405688
best model,270.0,37.0,28.0,6.0,6.0,0.878003823047515,0.8818550990082799,0.8818550990082799,0.840346645224694,0.7459305670752393
