,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,222.0,33.0,23.0,6.0,5.0,0.699014761760651,0.6845991020308119,0.6845991020308119,0.7488840620015077,0.37714809650515996
model 1,158.0,24.0,17.0,5.0,4.0,0.7011668179831198,0.6863918884502508,0.6863918884502507,0.7512337851925054,0.3813429158090089
model 2,130.0,20.0,14.0,4.0,3.0,0.7012676956185481,0.6860212075085493,0.6860212075085493,0.7519560325590092,0.3812659719147322
best model,158.0,24.0,17.0,5.0,4.0,0.7060349535772802,0.6927352942210544,0.6927352942210544,0.7533791523482245,0.39387460929300727
