,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,312.0,45.0,32.0,7.0,7.0,0.884562359191634,0.6028916267414058,0.6028916267414058,0.9368128793901347,0.336892500128164
model 1,405.0,58.0,41.0,8.0,8.0,0.8840243451360167,0.6022497084435333,0.6022497084435333,0.9365065109541328,0.33362298025651455
model 2,174.0,26.0,19.0,5.0,4.0,0.8852685026396315,0.5997482985612409,0.599748298561241,0.9372972464567186,0.33735786416958646
best model,174.0,26.0,19.0,5.0,4.0,0.8823047515019116,0.6017823627531083,0.6017823627531083,0.9354645504229991,0.344706305205917
