,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,299.0,39.0,31.0,7.0,6.0,0.9282087494535795,0.5823957697517087,0.5823957697517088,0.9622416123124422,0.3081394276385338
model 1,233.0,31.0,24.0,6.0,5.0,0.928444130602912,0.5819298580691162,0.5819298580691162,0.962374255778315,0.30936408583986236
model 2,323.0,42.0,33.0,7.0,7.0,0.928410504724436,0.582109841817825,0.5821098418178249,0.9623543073632236,0.30962223910145886
best model,323.0,42.0,33.0,7.0,7.0,0.9303659202621518,0.5869569983962807,0.5869569983962808,0.9633936261843239,0.3368364826063657
