,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,210.0,31.0,22.0,5.0,5.0,0.9692659470728673,0.8646355991018803,0.8646355991018803,0.9829916127032029,0.8359905811984144
model 1,136.0,21.0,15.0,4.0,3.0,0.9692323211943911,0.8646168271585815,0.8646168271585815,0.9829726932880823,0.8357814392869453
model 2,249.0,36.0,26.0,6.0,5.0,0.9693668247082955,0.8646924858624132,0.8646924858624132,0.9830484283739045,0.8365745163107379
best model,249.0,36.0,26.0,6.0,5.0,0.9683233205898416,0.8613831950293388,0.8613831950293387,0.9824640967498111,0.8317350836420774
