,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,228.0,33.0,24.0,6.0,5.0,0.9969064191802012,0.9972282057733235,0.9972282057733235,0.9964699680919681,0.9937350091344381
model 1,225.0,33.0,24.0,6.0,5.0,0.9969400450586772,0.9972580618513222,0.9972580618513222,0.9965082337002076,0.9938028394707171
model 2,299.0,43.0,31.0,7.0,6.0,0.9969064191802012,0.9972108858214339,0.9972108858214339,0.9964694903056796,0.993733537743957
best model,225.0,33.0,24.0,6.0,5.0,0.9965182960131076,0.996835634288739,0.9968356342887391,0.9959946595460614,0.9929316675787321
