,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,385.0,57.0,39.0,8.0,8.0,0.9957295134335385,0.9957596646901558,0.9957596646901558,0.994712360291815,0.9911349105551664
model 1,130.0,21.0,14.0,4.0,3.0,0.9958976428259189,0.9957519940513079,0.9957519940513078,0.9949146707991506,0.9914786509628426
model 2,357.0,53.0,36.0,8.0,7.0,0.9958640169474428,0.9958588610404174,0.9958588610404174,0.9948778936101327,0.9914127930253086
best model,130.0,21.0,14.0,4.0,3.0,0.9953577280174768,0.995159256732774,0.9951592567327741,0.9941790789248416,0.9903185134655479
