,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,407.0,56.0,41.0,9.0,8.0,0.9378930024546891,0.7903065249625986,0.7903065249625986,0.9649383720928735,0.7241624517879325
model 1,233.0,33.0,24.0,6.0,5.0,0.9373549883990719,0.7884215453050221,0.7884215453050221,0.964646051401059,0.7214789425071809
model 2,312.0,44.0,32.0,7.0,7.0,0.9372204848851676,0.7884408567632631,0.7884408567632631,0.9645654738642918,0.7207850867479836
best model,407.0,56.0,41.0,9.0,8.0,0.9333697433096668,0.783427648520389,0.7834276485203889,0.9622612326966206,0.7101238681633043
