,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,472.0,68.0,47.0,10.0,10.0,0.99108914220384,0.9806017587699333,0.9806017587699333,0.9944709485766307,0.9716824901335498
model 1,472.0,68.0,47.0,10.0,10.0,0.99108914220384,0.9806017587699333,0.9806017587699333,0.9944709485766307,0.9716824901335498
model 2,472.0,68.0,47.0,10.0,10.0,0.99108914220384,0.9806017587699333,0.9806017587699333,0.9944709485766307,0.9716824901335498
best model,472.0,68.0,47.0,10.0,10.0,0.9897596941561988,0.9783414164336459,0.9783414164336458,0.9936354378818737,0.9676185806552302
