,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,198.0,28.0,21.0,5.0,5.0,0.971418003295336,0.7926978645154613,0.7926978645154613,0.985014629833263,0.6877540747499596
model 1,118.0,17.0,13.0,4.0,3.0,0.9716870103231448,0.7890323247655768,0.7890323247655768,0.9851644674560678,0.6890733953821916
model 2,174.0,25.0,19.0,5.0,4.0,0.9711153703890515,0.7904862767738384,0.7904862767738384,0.9848573555705632,0.6839382700609441
best model,118.0,17.0,13.0,4.0,3.0,0.9722829055161114,0.8039075406556049,0.8039075406556051,0.9854198089492207,0.717947134517901
