,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,225.0,36.0,24.0,6.0,5.0,0.9242072699149265,0.8711313150056702,0.8711313150056702,0.949418954896664,0.8126744522284621
model 1,136.0,22.0,15.0,4.0,3.0,0.9240727664010221,0.8706105193049639,0.8706105193049639,0.9493518715690884,0.8124448043495772
model 2,198.0,32.0,21.0,5.0,5.0,0.9241400181579743,0.8708354417878749,0.8708354417878749,0.9493878328708744,0.8125725232463497
best model,225.0,36.0,24.0,6.0,5.0,0.9221054068814856,0.8668594107583621,0.8668594107583623,0.9481575719024036,0.807141124846957
