,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,218.0,32.0,23.0,5.0,5.0,0.9383973906318301,0.5413134233132787,0.5413134233132787,0.9680381254374474,0.22997724020960567
model 1,323.0,46.0,33.0,7.0,7.0,0.9387336494165911,0.5441498904048078,0.5441498904048078,0.9682059005509346,0.2399097813205212
model 2,323.0,46.0,33.0,7.0,7.0,0.9385318941457346,0.5438016005067569,0.5438016005067569,0.9680990549572268,0.23575030717877954
best model,323.0,46.0,33.0,7.0,7.0,0.9365783724740578,0.5364485501090489,0.5364485501090489,0.967081251550264,0.2206697593385177
