,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,225.0,35.0,24.0,6.0,5.0,0.9401795621910622,0.8931401245743619,0.8931401245743619,0.960539485929235,0.8459533083204646
model 1,118.0,19.0,13.0,4.0,3.0,0.9389017788089714,0.8896018309146743,0.8896018309146743,0.9597810859210578,0.8429410910756635
model 2,205.0,32.0,22.0,5.0,5.0,0.9393725411076366,0.8915545311326607,0.8915545311326607,0.9600316571680354,0.8438767799012675
best model,225.0,35.0,24.0,6.0,5.0,0.9416302566903332,0.8947583839297847,0.8947583839297846,0.9617227022429153,0.8468342577575305
