,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,198.0,32.0,21.0,5.0,5.0,0.932882746561754,0.9329209265184173,0.9329209265184173,0.933176489113637,0.865807423068258
model 1,464.0,72.0,47.0,9.0,9.0,0.9327818689263258,0.9328197316742889,0.9328197316742889,0.933074941291648,0.8656152838134595
model 2,198.0,32.0,21.0,5.0,5.0,0.9326809912908974,0.9327185368301603,0.9327185368301603,0.9329785632920914,0.8654034616601023
best model,198.0,32.0,21.0,5.0,5.0,0.9358956854178044,0.9358773453695046,0.9358773453695046,0.9353083017568034,0.8718530550898793
