,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,294.0,42.0,30.0,7.0,6.0,0.8771310400484212,0.8793421018675803,0.8793421018675804,0.8392157039898304,0.7431228145337068
model 1,200.0,29.0,21.0,5.0,5.0,0.8773664211977538,0.8793041973906185,0.8793041973906185,0.8393187636190639,0.7433397669159468
model 2,210.0,31.0,22.0,5.0,5.0,0.8770637882914691,0.8785218459835216,0.8785218459835215,0.8386028602796176,0.7422702453296295
best model,200.0,29.0,21.0,5.0,5.0,0.8830557072637902,0.8859592866149519,0.8859592866149519,0.8486882784206342,0.7567193146283404
