,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,225.0,32.0,24.0,6.0,5.0,0.9996973670937153,0.9993077988001846,0.9993077988001846,0.9998064141430608,0.9991140678051619
model 1,225.0,32.0,24.0,6.0,5.0,0.9996973670937153,0.9993077988001846,0.9993077988001846,0.9998064141430608,0.9991140678051619
model 2,225.0,32.0,24.0,6.0,5.0,0.9996973670937153,0.9993077988001846,0.9993077988001846,0.9998064141430608,0.9991140678051619
best model,225.0,32.0,24.0,6.0,5.0,0.999795193883124,0.99953095684803,0.99953095684803,0.9998690127930838,0.9993999296154935
