,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,190.0,26.0,20.0,5.0,4.0,0.9501328222199805,0.6945682146415226,0.6945682146415226,0.9737138752046345,0.5157799923786691
model 1,200.0,27.0,21.0,5.0,5.0,0.9503345774908368,0.6970306477975076,0.6970306477975076,0.9738135097166937,0.5192010942072902
model 2,174.0,24.0,19.0,5.0,4.0,0.9496620599213155,0.6907864589177395,0.6907864589177395,0.973473314752793,0.5093395488687605
best model,200.0,27.0,21.0,5.0,5.0,0.9491398143091206,0.6893865319448585,0.6893865319448585,0.9731927602461229,0.5055787107940521
