,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,198.0,29.0,21.0,5.0,5.0,0.9222569689633141,0.9194170178313508,0.9194170178313509,0.9333448660343525,0.8401285834031104
model 1,118.0,18.0,13.0,4.0,3.0,0.922626853626551,0.9193218590438409,0.9193218590438409,0.93382382893971,0.8408027722692971
model 2,130.0,20.0,14.0,4.0,3.0,0.9231984935606442,0.9200262528143531,0.9200262528143534,0.9342731950865589,0.841994995128895
best model,130.0,20.0,14.0,4.0,3.0,0.9215592572364828,0.9180611695582626,0.9180611695582626,0.9335261787677177,0.8379297841594838
