,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,136.0,20.0,15.0,4.0,3.0,0.9661387403745922,0.8016234441945057,0.8016234441945058,0.9820006373235541,0.7092070050415656
model 1,198.0,29.0,21.0,5.0,5.0,0.966037862739164,0.7993309611534832,0.7993309611534832,0.9819526421952304,0.7077032140963988
model 2,407.0,57.0,41.0,9.0,8.0,0.9661051144961162,0.7989194434409134,0.7989194434409134,0.9819899992757545,0.7082385760188186
best model,136.0,20.0,15.0,4.0,3.0,0.9654560349535772,0.8046595740065938,0.8046595740065937,0.9815664845173042,0.7212791743927415
