,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,225.0,35.0,24.0,6.0,5.0,0.9957967651904905,0.9949104167544421,0.9949104167544421,0.9964331338654154,0.9913551954931953
model 1,225.0,35.0,24.0,6.0,5.0,0.9957967651904905,0.9949104167544421,0.9949104167544421,0.9964331338654154,0.9913551954931953
model 2,225.0,35.0,24.0,6.0,5.0,0.9957967651904905,0.9949104167544421,0.9949104167544421,0.9964331338654154,0.9913551954931953
best model,225.0,35.0,24.0,6.0,5.0,0.9954942654287274,0.9944852941176471,0.9944852941176471,0.9962055881338393,0.9907037067899065
