,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,323.0,46.0,33.0,7.0,7.0,0.9641884394229798,0.811322128998926,0.811322128998926,0.9808637195669448,0.7109628948434897
model 1,130.0,20.0,14.0,4.0,3.0,0.9640539359090755,0.8125152606264464,0.8125152606264464,0.9807863478014681,0.7104282162379015
model 2,200.0,29.0,21.0,5.0,5.0,0.9639194323951714,0.8107544494833036,0.8107544494833036,0.9807186619516898,0.7088308161365188
best model,323.0,46.0,33.0,7.0,7.0,0.962588749317313,0.8142642800653095,0.8142642800653095,0.9799458391275709,0.70891931003459
