,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,225.0,30.0,24.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0
model 1,225.0,30.0,24.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0
model 2,225.0,30.0,24.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0
best model,225.0,30.0,24.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0
