,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,130.0,19.0,14.0,4.0,3.0,0.9324119842630889,0.7359975695520639,0.7359975695520639,0.9628897175928103,0.6209310087033292
model 1,361.0,49.0,37.0,8.0,7.0,0.9323783583846129,0.7363578269905663,0.7363578269905663,0.9628669447063132,0.6207089828265554
model 2,323.0,44.0,33.0,7.0,7.0,0.9326473654124214,0.7365099124626017,0.7365099124626014,0.9630203133788403,0.6223243091965945
best model,323.0,44.0,33.0,7.0,7.0,0.9308438012015292,0.7369421931085733,0.7369421931085733,0.9619015382300952,0.6256489997473244
