,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,323.0,47.0,33.0,7.0,7.0,0.9715188809307643,0.8129883254279714,0.8129883254279712,0.9849110678006441,0.746874491688916
model 1,118.0,18.0,13.0,4.0,3.0,0.9718551397155251,0.8035741700333631,0.8035741700333631,0.9851138852372688,0.7488617763442623
model 2,106.0,17.0,12.0,4.0,3.0,0.9719223914724773,0.8026740647306635,0.8026740647306635,0.985151944096148,0.7495204389941209
best model,106.0,17.0,12.0,4.0,3.0,0.9733069361004916,0.8127503603375106,0.8127503603375106,0.9858584397265724,0.7696157678397862
