,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,198.0,29.0,21.0,5.0,5.0,0.9650627122633578,0.7951915092662452,0.7951915092662452,0.9814629023057589,0.6894467958247795
model 1,225.0,33.0,24.0,6.0,5.0,0.9649282087494536,0.7939563983488132,0.7939563983488132,0.981393817409406,0.6878571578632121
model 2,294.0,43.0,30.0,7.0,6.0,0.9651972157772621,0.7964266201836772,0.7964266201836772,0.9815322549981422,0.6909545544395064
best model,294.0,43.0,30.0,7.0,6.0,0.9645002730748226,0.7941261967499038,0.7941261967499038,0.9811211153064188,0.6978772886455384
