,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,158.0,23.0,17.0,5.0,4.0,0.923097615925216,0.920252341823851,0.9202523418238507,0.9341254957804868,0.8418397272303261
model 1,130.0,19.0,14.0,4.0,3.0,0.923938262887118,0.9210427507566155,0.9210427507566153,0.9348722912501691,0.8435605642269759
model 2,158.0,23.0,17.0,5.0,4.0,0.9230976159252161,0.9203198731253407,0.9203198731253407,0.9341085848640723,0.8418397137758059
best model,130.0,19.0,14.0,4.0,3.0,0.923197706171491,0.9197374535315985,0.9197374535315986,0.9349673391525521,0.8412569061931583
