,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,130.0,19.0,14.0,4.0,3.0,0.9644238205723125,0.7259497733423058,0.725949773342306,0.9813733364196713,0.626405306450689
model 1,200.0,28.0,21.0,5.0,5.0,0.9641884394229798,0.7287199595705977,0.7287199595705977,0.9812404229019176,0.624454966922506
model 2,97.0,15.0,11.0,4.0,3.0,0.9643565688153602,0.7248627330251493,0.7248627330251493,0.9813400823404685,0.625405180055075
best model,130.0,19.0,14.0,4.0,3.0,0.9630666302566904,0.7347091695983591,0.7347091695983592,0.9805779931789624,0.6451281364463337
