,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,225.0,32.0,24.0,6.0,5.0,0.9984195837116245,0.9985873435054692,0.9985873435054692,0.9981957257234676,0.9967945078203724
model 1,472.0,65.0,47.0,10.0,10.0,0.9980160731699117,0.998237438011591,0.998237438011591,0.9977369620138813,0.9959800709387615
model 2,225.0,32.0,24.0,6.0,5.0,0.9984532095901005,0.9986172174374762,0.9986172174374762,0.9982340353581286,0.9968625497090396
best model,225.0,32.0,24.0,6.0,5.0,0.9974740578918624,0.9976969883313974,0.9976969883313973,0.9970923379174852,0.9948676168803845
