,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,136.0,21.0,15.0,4.0,3.0,0.9523857560778776,0.953250841922142,0.9532508419221423,0.9629179112311671,0.8970663706949886
model 1,174.0,27.0,19.0,5.0,4.0,0.9531255254043512,0.9548880162142966,0.9548880162142966,0.963422440446598,0.8990473960400988
model 2,205.0,31.0,22.0,5.0,5.0,0.9538652947308249,0.9557683542416302,0.9557683542416302,0.9639940637032026,0.9006875411999585
best model,205.0,31.0,22.0,5.0,5.0,0.9565128345166576,0.9580399450649587,0.9580399450649586,0.9657986577181208,0.9067752420031354
