,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,158.0,23.0,17.0,5.0,4.0,0.9160025555667642,0.913063047503066,0.913063047503066,0.9271465612555002,0.8281666856297626
model 1,228.0,33.0,24.0,6.0,5.0,0.915498167389623,0.9126526083416725,0.9126526083416723,0.9266559136829166,0.8271531470308693
model 2,118.0,18.0,13.0,4.0,3.0,0.9166078213793335,0.9130923903990693,0.9130923903990693,0.9279231445880415,0.829318277297801
best model,118.0,18.0,13.0,4.0,3.0,0.915415073730202,0.9117074963577446,0.9117074963577447,0.9275565690229783,0.826114502558107
