,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,225.0,32.0,24.0,6.0,5.0,0.9987222166179092,0.9970632856337208,0.9970632856337208,0.9991842028678256,0.9962457311048181
model 1,225.0,32.0,24.0,6.0,5.0,0.9987222166179092,0.9970632856337208,0.9970632856337208,0.9991842028678256,0.9962457311048181
model 2,225.0,32.0,24.0,6.0,5.0,0.9987222166179092,0.9970632856337208,0.9970632856337208,0.9991842028678256,0.9962457311048181
best model,225.0,32.0,24.0,6.0,5.0,0.9987711632987438,0.997176913425345,0.997176913425345,0.9992152759612869,0.9963907184526131
