,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,361.0,55.0,37.0,8.0,7.0,0.9904166246343186,0.960248680660563,0.960248680660563,0.9947588861568093,0.939161638680341
model 1,225.0,35.0,24.0,6.0,5.0,0.9903493728773664,0.9598650979984993,0.9598650979984993,0.9947223336666752,0.9387188146936664
model 2,225.0,35.0,24.0,6.0,5.0,0.9903493728773664,0.9598650979984993,0.9598650979984993,0.9947223336666752,0.9387188146936664
best model,361.0,55.0,37.0,8.0,7.0,0.9894866193336974,0.959918440251749,0.959918440251749,0.9942494398805078,0.9331839006953652
