,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,225.0,32.0,24.0,6.0,5.0,0.9858098792830963,0.9692150130103047,0.9692150130103049,0.9908642513557743,0.9599159346190994
model 1,225.0,32.0,24.0,6.0,5.0,0.9858098792830963,0.9692150130103047,0.9692150130103049,0.9908642513557743,0.9599159346190994
model 2,225.0,32.0,24.0,6.0,5.0,0.9858098792830963,0.9692150130103047,0.9692150130103049,0.9908642513557743,0.9599159346190994
best model,225.0,32.0,24.0,6.0,5.0,0.9885308574549426,0.9748352306770521,0.9748352306770521,0.9926276987888363,0.9673522746326982
