,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,225.0,35.0,24.0,6.0,5.0,0.9970409226941053,0.9866387978999072,0.9866387978999073,0.9983893081736012,0.9802575060775557
model 1,225.0,35.0,24.0,6.0,5.0,0.9970409226941053,0.9866387978999072,0.9866387978999073,0.9983893081736012,0.9802575060775557
model 2,225.0,35.0,24.0,6.0,5.0,0.9970409226941053,0.9866387978999072,0.9866387978999073,0.9983893081736012,0.9802575060775557
best model,225.0,35.0,24.0,6.0,5.0,0.9956308028399782,0.9790203584270987,0.9790203584270986,0.9976197560249925,0.9711711079570794
