,class,prob alternative,farness,colors,model perf,class perf,n labels
0,0,0.017948493551263354,0.23713741594912202,#fd7e14,0.9917,0.0,2
1,0,0.1130981279376958,0.27715843089305947,#fd7e14,0.9917,0.0,2
2,0,0.026173937179931356,1.6227646896708074,#fd7e14,0.9917,0.0,2
3,0,0.9934347771107718,1.0959638018208815,#446e9b,0.9917,0.0,2
4,0,0.24723176757353985,1.6749574486886525,#fd7e14,0.9917,0.0,2
5,0,0.019837628872587127,0.01704133476056333,#fd7e14,0.9917,0.0,2
6,0,0.06182688882193411,0.5084980305543516,#fd7e14,0.9917,0.0,2
7,0,0.0,0.780577116733865,#fd7e14,0.9917,0.0,2
8,0,0.019837628872587127,0.8143289992440674,#fd7e14,0.9917,0.0,2
9,0,0.9451251081055219,1.6204316629906308,#446e9b,0.9917,0.0,2
10,0,0.10064193353457189,0.3211886267860437,#fd7e14,0.9917,0.0,2
11,0,0.16907518604047206,1.5123973405988902,#fd7e14,0.9917,0.0,2
12,0,0.0,1.356246116611417,#fd7e14,0.9917,0.0,2
13,0,0.1116142516647204,0.23881307095889717,#fd7e14,0.9917,0.0,2
14,0,0.8383059964650285,1.4620436412993432,#446e9b,0.9917,0.0,2
15,0,0.0008971291866028707,0.12158725260025283,#fd7e14,0.9917,0.0,2
16,0,0.2187432843905959,1.563920738394781,#fd7e14,0.9917,0.0,2
17,0,0.07644769826502698,0.794244003056066,#fd7e14,0.9917,0.0,2
18,0,0.006944444444444445,1.0104408525828752,#fd7e14,0.9917,0.0,2
19,0,0.0,0.7928706616484414,#fd7e14,0.9917,0.0,2
20,0,0.11136780544664579,0.353419519217445,#fd7e14,0.9917,0.0,2
21,0,0.0019638648860958365,0.4105734932799626,#fd7e14,0.9917,0.0,2
22,0,0.0,0.1286590891249144,#fd7e14,0.9917,0.0,2
23,0,0.02419351500802967,0.6380707995600274,#fd7e14,0.9917,0.0,2
24,0,0.18436995819563728,0.4992512696022663,#fd7e14,0.9917,0.0,2
25,0,0.11641436934141271,0.3994208838014878,#fd7e14,0.9917,0.0,2
26,0,0.0,1.1675144593738058,#fd7e14,0.9917,0.0,2
27,0,0.026203226031512757,1.2318386457233896,#fd7e14,0.9917,0.0,2
28,0,0.09674102603322787,0.3470248234922633,#fd7e14,0.9917,0.0,2
29,0,0.26022485899954867,1.5922082355778235,#fd7e14,0.9917,0.0,2
30,0,0.03817521207160684,1.0671786094095006,#fd7e14,0.9917,0.0,2
31,0,0.019837628872587127,0.1662815842276407,#fd7e14,0.9917,0.0,2
32,0,0.06388363326176347,1.392325439959524,#fd7e14,0.9917,0.0,2
33,0,0.07644769826502698,1.533169070399314,#fd7e14,0.9917,0.0,2
34,0,0.035786377059386025,0.7588407894964209,#fd7e14,0.9917,0.0,2
35,0,0.0,0.7952749929252028,#fd7e14,0.9917,0.0,2
36,0,0.019837628872587127,1.0821340153261363,#fd7e14,0.9917,0.0,2
37,0,0.0010554461018857304,0.8792491684078411,#fd7e14,0.9917,0.0,2
38,0,0.0,0.4982580198749935,#fd7e14,0.9917,0.0,2
39,0,0.07691173891804037,1.182003719712328,#fd7e14,0.9917,0.0,2
40,0,0.03263976708144985,1.2693590596511026,#fd7e14,0.9917,0.0,2
41,0,0.12363974625390783,1.1852855295157474,#fd7e14,0.9917,0.0,2
42,0,0.03925610795676585,1.2551848446368081,#fd7e14,0.9917,0.0,2
43,0,0.0,0.6394536844108322,#fd7e14,0.9917,0.0,2
44,0,0.0,0.8792491684078411,#fd7e14,0.9917,0.0,2
