,0,1
cntry,0.018830985692613687,0.01883098569261367
pspwght,0.00463314367494723,0.0046331436749472285
anweight,0.02296690464246022,0.022966904642460213
nwspol,0.01178771415528837,0.01178771415528838
netustm,0.01811205534620626,0.018112055346206274
ppltrst,0.007610414456279218,0.007610414456279213
pplhlp,0.0017347283495300337,0.001734728349530036
polintr,0.010779881853608519,0.010779881853608522
psppsgva,0.0008030050371770101,0.0008030050371770119
actrolga,0.004634505066805113,0.004634505066805111
psppipla,0.0011544099864068955,0.0011544099864068977
trstplc,0.0031740640486106497,0.0031740640486106458
trstplt,0.0019673979069749453,0.001967397906974944
trstprl,0.0008461476440931203,0.0008461476440931213
wrkprty,0.0018257116668109466,0.001825711666810951
pbldmn,0.033197423974428125,0.033197423974428125
bctprd,0.0009890683437764737,0.000989068343776476
stfdem,0.0011380077307150472,0.0011380077307150487
gincdif,0.014679362189731563,0.014679362189731553
imsmetn,0.0011362099369212157,0.0011362099369212131
imdfetn,0.0012865161086536487,0.001286516108653651
imueclt,0.0030943740832849666,0.0030943740832849753
happy,0.0014741722357270166,0.0014741722357270164
sclmeet,0.0010122030339490933,0.0010122030339490959
sclact,0.0010647334952082125,0.0010647334952082125
hlthhmp,0.024979290551579228,0.02497929055157924
rlgblg,0.000790024074363665,0.0007900240743636644
rlgblge,0.0007257615901671068,0.0007257615901671075
pray,0.0013723240722044402,0.001372324072204441
dscrgrp,0.0016598505775307307,0.0016598505775307327
dscrage,0.001137067172143225,0.001137067172143223
dscrgnd,0.0007918563173246585,0.0007918563173246603
lnghom1,0.0,0.0
blgetmg,0.0,0.0
mocntr,0.0,0.0
gvrfgap,0.0008494567959278544,0.0008494567959278602
elgnuc,0.0129458962074252,0.012945896207425206
elgwind,0.0020226192230747495,0.0020226192230747477
elgbio,0.004506903315086294,0.0045069033150862995
wrpwrct,0.0007669282851468486,0.0007669282851468495
wrtcfl,0.0014059264236587464,0.001405926423658742
wrtratc,0.0008231408885110037,0.0008231408885110086
lkredcc,0.0014362094417741168,0.0014362094417741153
slvpens,0.000826374928475419,0.0008263749284754207
sblazy,0.0010923079339244263,0.001092307933924428
admub,0.0009909600083420817,0.0009909600083420856
lkuemp,0.0009270512934425005,0.0009270512934424981
gndr3,0.002704129847278739,0.002704129847278741
yrbrn2,0.1475278967054787,0.14752789670547867
rshipa3,0.01882612061436794,0.018826120614367926
chldhm,0.040948278381748145,0.04094827838174816
dsbld,0.026927593144505168,0.026927593144505144
cmsrv,0.002094184268693127,0.002094184268693132
hswrk,0.0007209917986755115,0.0007209917986755133
dngdk,0.0,0.0
dngna,0.0021771671119506096,0.002177167111950604
icomdng,0.0008726562343780715,0.0008726562343780745
mnactic,0.0007492224049640463,0.0007492224049640409
icpdwrk,0.0,0.0
wkdcorga,0.017362505382975877,0.017362505382975877
iorgact,0.01569365749103372,0.01569365749103371
uemplap,0.2273158712057011,0.22731587120570104
edulvlfb,0.005673781534235833,0.005673781534235825
occf14b,0.0009710095043858473,0.0009710095043858498
occm14b,0.006935855157734473,0.006935855157734467
imprich,0.0011973093242680552,0.0011973093242680537
ipeqopt,0.0016261604904829973,0.0016261604904830025
impdiff,0.0009376304153853151,0.0009376304153853131
ipmodst,0.00114401230764878,0.0011440123076487732
inwmms,0.0008739783039971638,0.0008739783039971673
inwyys,0.0011457201681252895,0.001145720168125282
