,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,129.0,19.0,14.0,4.0,3.0,0.9967719156662967,0.9860383944153579,0.9860383944153578,0.998178324868916,0.9841445387254449
model 1,130.0,19.0,14.0,4.0,3.0,0.996839167423249,0.9863292611983713,0.986329261198371,0.9982162294113822,0.9844758394201544
model 2,130.0,19.0,14.0,4.0,3.0,0.9967719156662967,0.9860383944153579,0.9860383944153578,0.998178324868916,0.9841445387254449
best model,130.0,19.0,14.0,4.0,3.0,0.996381758601857,0.9849260523321957,0.9849260523321957,0.997948360624008,0.9827922868357768
