,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,97.0,15.0,11.0,4.0,3.0,0.9984195837116244,0.9902932672449402,0.9902932672449402,0.9991405093911389,0.9893944850011097
model 1,129.0,20.0,14.0,4.0,3.0,0.9983859578331483,0.990086741016109,0.990086741016109,0.9991222375557749,0.9891680434730844
model 2,97.0,15.0,11.0,4.0,3.0,0.9983859578331483,0.990086741016109,0.990086741016109,0.9991222475792738,0.9891675138416683
best model,97.0,15.0,11.0,4.0,3.0,0.9977471327143638,0.9861344537815127,0.9861344537815125,0.9987754647667816,0.984830272046006
