,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,210.0,32.0,22.0,5.0,5.0,0.9777732943273144,0.9779341097335585,0.9779341097335585,0.977581761097706,0.9561577469673256
model 1,366.0,54.0,37.0,8.0,8.0,0.9770335250008406,0.9771930432333956,0.9771930432333956,0.9768387407027067,0.9546684225142886
model 2,221.0,33.0,23.0,6.0,5.0,0.9778741719627425,0.9780316000932824,0.9780316000932824,0.9776916745918892,0.9563345799272822
best model,221.0,33.0,23.0,6.0,5.0,0.9782905516111414,0.978244176721951,0.978244176721951,0.9778705636743213,0.9570738333614565
