,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,174.0,26.0,19.0,5.0,4.0,0.9735364336393287,0.914332560852516,0.914332560852516,0.9847588097558772,0.8884893309771114
model 1,201.0,29.0,21.0,5.0,5.0,0.9729984195837117,0.9130370413420831,0.9130370413420831,0.9844501981207286,0.8861429644738745
model 2,190.0,28.0,20.0,5.0,4.0,0.9737718147886613,0.915452003201391,0.915452003201391,0.984890334322007,0.8895147693880259
best model,190.0,28.0,20.0,5.0,4.0,0.9749453850354998,0.9199233717614915,0.9199233717614915,0.9854969373641572,0.8973424371591571
