,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,174.0,26.0,19.0,5.0,4.0,0.9595144423148055,0.9561830385433812,0.9561830385433812,0.9658517904770569,0.9164219641776287
model 1,233.0,35.0,24.0,6.0,5.0,0.958808298866808,0.9558110787852341,0.9558110787852341,0.9651984467066416,0.9149353632878263
model 2,222.0,33.0,23.0,6.0,5.0,0.9587074212313796,0.9556285829352663,0.9556285829352663,0.9651258642621956,0.9147325436864344
best model,174.0,26.0,19.0,5.0,4.0,0.9598580010922992,0.9562191235723703,0.9562191235723703,0.966403839561193,0.9168397434478396
