,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,76.0,12.0,9.0,3.0,2.0,0.9997646188506675,0.9976546023126712,0.9976546023126711,0.9998761096400978,0.9975278510646004
model 1,76.0,12.0,9.0,3.0,2.0,0.9997982447291435,0.9979892743340901,0.9979892743340901,0.9998938053094685,0.9978812734281327
model 2,68.0,11.0,8.0,3.0,2.0,0.9997309929721915,0.9973192569069033,0.9973192569069033,0.999858412091308,0.9971743557483493
best model,76.0,12.0,9.0,3.0,2.0,0.9998634625887494,0.9986631016042781,0.9986631016042781,0.9999280627293001,0.9985903683092328
