,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,68.0,12.0,8.0,3.0,2.0,0.9996637412152394,0.9979519942619574,0.9979519942619574,0.9998168880468269,0.9977661079448401
model 1,68.0,12.0,8.0,3.0,2.0,0.9996973670937154,0.9981567444667077,0.9981567444667077,0.9998351919999919,0.997989831411509
model 2,45.0,9.0,6.0,3.0,2.0,0.9993274824304784,0.995904240369185,0.995904240369185,0.9996338243708033,0.995529935084948
best model,68.0,12.0,8.0,3.0,2.0,0.9995221190606226,0.9971358428805237,0.9971358428805237,0.9997393797237426,0.9968718905008348
