,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,228.0,30.0,24.0,6.0,5.0,0.9941827230236391,0.9909236152307278,0.9909236152307277,0.995744118237619,0.9866446632768838
model 1,225.0,29.0,24.0,6.0,5.0,0.9941827230236391,0.9909236152307278,0.9909236152307277,0.995744118237619,0.9866446632768838
model 2,472.0,60.0,47.0,10.0,10.0,0.9940482195097347,0.9907131110732706,0.9907131110732706,0.9956462288832064,0.9863365434581984
best model,228.0,30.0,24.0,6.0,5.0,0.9957673402512288,0.9935592560473337,0.9935592560473337,0.9968702675416455,0.9903778309086961
