,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,45.0,9.0,6.0,3.0,2.0,0.995527758162682,0.9752466995876562,0.9752466995876562,0.9975489718747026,0.9724962092501576
model 1,76.0,13.0,9.0,3.0,2.0,0.9986885907394331,0.9927399241819632,0.9927399241819632,0.9992797159717316,0.991998512680358
model 2,76.0,13.0,9.0,3.0,2.0,0.998654964860957,0.992553704442671,0.992553704442671,0.9992612620522766,0.9917927121541833
best model,76.0,13.0,9.0,3.0,2.0,0.9986346258874932,0.9925205684367988,0.9925205684367988,0.9992493056076871,0.99174760728208
