,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,129.0,20.0,14.0,4.0,3.0,0.9961330239752514,0.9927836345381525,0.9927836345381525,0.9973658740862845,0.9901457675227278
model 1,97.0,16.0,11.0,4.0,3.0,0.9960993980967753,0.9927208835341365,0.9927208835341365,0.9973430605138282,0.990060117232454
model 2,129.0,20.0,14.0,4.0,3.0,0.9960993980967753,0.9927208835341365,0.9927208835341365,0.9973430165494781,0.9900600996204508
best model,129.0,20.0,14.0,4.0,3.0,0.996586564718733,0.9934759916492693,0.9934759916492693,0.9976939396734619,0.991166239625636
