,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,472.0,68.0,47.0,10.0,10.0,0.999966374121524,0.9997189432265318,0.9997189432265318,0.9999821182697638,0.9997009584698286
model 1,225.0,33.0,24.0,6.0,5.0,0.9998654964860957,0.9988757729061271,0.9988757729061271,0.9999284845884288,0.9988026044945378
model 2,225.0,33.0,24.0,6.0,5.0,0.9998654964860957,0.9988757729061271,0.9988757729061271,0.9999284845884288,0.9988026044945378
best model,472.0,68.0,47.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0
