,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,312.0,47.0,32.0,7.0,7.0,0.9902821211204142,0.9509238346194868,0.9509238346194868,0.9947287475368881,0.9334009095003261
model 1,129.0,20.0,14.0,4.0,3.0,0.9906856316621271,0.9496334985465421,0.9496334985465421,0.9949500679896784,0.9361428315238906
model 2,249.0,38.0,26.0,6.0,5.0,0.9907865092975555,0.9536519438693353,0.9536519438693353,0.9950012554563886,0.9369485397152476
best model,249.0,38.0,26.0,6.0,5.0,0.9918760240305844,0.9553622162195239,0.9553622162195239,0.9955937349576036,0.9444919545672364
