,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,222.0,32.0,23.0,6.0,5.0,0.9666431285517335,0.9658861558357451,0.9658861558357451,0.9629837717535089,0.9326840195814867
model 1,158.0,23.0,17.0,5.0,4.0,0.96607148861764,0.965204119809962,0.9652041198099622,0.9623020294960382,0.931536458950705
model 2,228.0,32.0,24.0,6.0,5.0,0.9667103803086855,0.96596041920728,0.96596041920728,0.9630589814373561,0.9328193253389738
best model,228.0,32.0,24.0,6.0,5.0,0.9668896777717094,0.9661591059253479,0.9661591059253479,0.9633048346826057,0.9331849793509928
