,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,68.0,12.0,8.0,3.0,2.0,0.999562863579811,0.9980658744318424,0.9980658744318424,0.9997536575962439,0.9978179045735324
model 1,68.0,12.0,8.0,3.0,2.0,0.999562863579811,0.9980658744318424,0.9980658744318424,0.9997536575962439,0.9978179045735324
model 2,225.0,34.0,24.0,6.0,5.0,0.9994283600659067,0.9974706363366042,0.9974706363366042,0.9996779021816232,0.997145496950051
best model,68.0,12.0,8.0,3.0,2.0,0.9997269251774986,0.9987980769230769,0.998798076923077,0.999845987987063,0.998643538796865
