,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,200.0,29.0,21.0,5.0,5.0,0.9952923770133495,0.9788197827086744,0.9788197827086744,0.9973589140589993,0.976008896186816
model 1,205.0,30.0,22.0,5.0,5.0,0.9953260028918255,0.9789710228780634,0.9789710228780634,0.997377717593967,0.9761817073117709
model 2,174.0,26.0,19.0,5.0,4.0,0.9954605064057298,0.9795759835556193,0.9795759835556193,0.9974529998991267,0.9768712737955779
best model,174.0,26.0,19.0,5.0,4.0,0.9946750409612234,0.9762050030506406,0.9762050030506406,0.9970110361741263,0.9730023302939786
