,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,233.0,34.0,24.0,6.0,5.0,0.9882645684118497,0.9712503845080763,0.9712503845080763,0.9928130670640192,0.9613422647966843
model 1,88.0,14.0,10.0,3.0,3.0,0.9882309425333737,0.9712981651653362,0.9712981651653362,0.9927918751816609,0.9612224789911884
model 2,118.0,18.0,13.0,4.0,3.0,0.9885335754396584,0.9716902120553272,0.9716902120553274,0.9929777936691915,0.9622346241137304
best model,118.0,18.0,13.0,4.0,3.0,0.9898279628618242,0.9746783674867036,0.9746783674867036,0.9937810426144664,0.9662379179919657
