,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,68.0,11.0,8.0,3.0,2.0,0.9963684051245839,0.9788980070339978,0.9788980070339978,0.998017246967135,0.9767289179979753
model 1,130.0,20.0,14.0,4.0,3.0,0.9967046639093446,0.9808518952715906,0.9808518952715906,0.9982005234546047,0.9788982074922336
model 2,88.0,14.0,10.0,3.0,3.0,0.9965701603954402,0.9800703399765535,0.9800703399765532,0.998127166820824,0.9780326931819813
best model,130.0,20.0,14.0,4.0,3.0,0.9965182960131076,0.979368932038835,0.979368932038835,0.9981023255813953,0.9772952529884491
