,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,97.0,15.0,11.0,4.0,3.0,0.9983859578331485,0.9883889695210449,0.9883889695210449,0.9991335328803342,0.9874581493637001
model 1,130.0,19.0,14.0,4.0,3.0,0.9983859578331483,0.9883889695210449,0.9883889695210449,0.9991335094366042,0.9874599796549398
model 2,118.0,18.0,13.0,4.0,3.0,0.9983523319546723,0.9881470730527334,0.9881470730527334,0.9991154709551572,0.9871977013225974
best model,130.0,19.0,14.0,4.0,3.0,0.9982250136537412,0.9880514705882353,0.9880514705882353,0.999042216164444,0.9870334032244744
