,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,136.0,20.0,15.0,4.0,3.0,0.9968727933017251,0.979177190830146,0.979177190830146,0.9983123996768032,0.9772986628114176
model 1,130.0,19.0,14.0,4.0,3.0,0.9968055415447729,0.9787279593947704,0.9787279593947704,0.9982761007933701,0.97681012484882
model 2,129.0,19.0,14.0,4.0,3.0,0.9967382897878206,0.9782799307209352,0.9782799307209352,0.9982398650671906,0.9763180870929746
best model,136.0,20.0,15.0,4.0,3.0,0.9974740578918624,0.9830430797433547,0.9830430797433547,0.9986372509299841,0.9815582900577173
