,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,129.0,19.0,14.0,4.0,3.0,0.9977806920205791,0.9833665461559206,0.9833665461559206,0.9988124525382571,0.982057715035308
model 1,130.0,20.0,14.0,4.0,3.0,0.9975789367497225,0.9818552103758077,0.9818552103758077,0.9987046204809634,0.9804161911140623
model 2,130.0,20.0,14.0,4.0,3.0,0.9977134402636268,0.9828630214832116,0.9828630214832116,0.9987765059336917,0.98151091449133
best model,129.0,19.0,14.0,4.0,3.0,0.9983615510649918,0.9880239520958084,0.9880239520958084,0.9991213940547664,0.9870837283650922
