,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,225.0,36.0,24.0,6.0,5.0,0.9980833249268636,0.9888888888888889,0.9888888888888889,0.9989523892447512,0.9877870087380561
model 1,361.0,57.0,37.0,8.0,7.0,0.9980833249268638,0.9888888888888889,0.9888888888888889,0.9989524013815041,0.9877864424613948
model 2,158.0,26.0,17.0,5.0,4.0,0.9977806920205791,0.9871345029239765,0.9871345029239765,0.9987872468414896,0.985846282998884
best model,225.0,36.0,24.0,6.0,5.0,0.9984980884762424,0.990909090909091,0.9909090909090909,0.9991820953230723,0.9900572847007685
