,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,130.0,20.0,14.0,4.0,3.0,0.9964692827600121,0.977863570655102,0.977863570655102,0.9980855430740433,0.9757302942436284
model 1,130.0,20.0,14.0,4.0,3.0,0.9963347792461078,0.9770204889393866,0.9770204889393866,0.9980127392477671,0.974798606445798
model 2,118.0,18.0,13.0,4.0,3.0,0.9964356568815361,0.977652600190967,0.977652600190967,0.9980673709719294,0.9754955565007943
best model,130.0,20.0,14.0,4.0,3.0,0.996996176952485,0.980819529206626,0.980819529206626,0.998373142054278,0.9790379155761259
