,number estimators,max features,max depth,min split,min leaf,accuracy,balanced accuracy,ROC,F1,Matthews
model 0,68.0,11.0,8.0,3.0,2.0,0.999562863579811,0.9967071935157041,0.9967071935157041,0.9997659555302905,0.996467790550693
model 1,205.0,30.0,22.0,5.0,5.0,0.9994619859443827,0.9959473150962513,0.9959473150962513,0.9997119530477167,0.995652011925976
model 2,129.0,20.0,14.0,4.0,3.0,0.999495611822859,0.9962006079027356,0.9962006079027356,0.9997299506344649,0.995924211371744
best model,68.0,11.0,8.0,3.0,2.0,0.9995221190606226,0.9963119072708113,0.9963119072708113,0.9997445721583652,0.9960506294942089
